port_a,port_b,lag,corr,pval,pval_corrected
Mizushima,Tianjin Xin Gang,13,-0.0013,0.9477,0.9908012350443843
Mizushima,Tianjin Xin Gang,14,0.0395,0.0448,0.3985551839464883
Mizushima,Ulsan,1,0.0398,0.0428,0.3892239316239316
Mizushima,Ulsan,2,0.0098,0.619,0.9122525616172805
Mizushima,Ulsan,3,0.0023,0.9088,0.9833939393939395
Mizushima,Ulsan,4,-0.0128,0.516,0.8802460749759692
Mizushima,Ulsan,5,-0.0053,0.7878,0.9552010931450694
Mizushima,Ulsan,6,0.0022,0.9115,0.9838060458510853
Mizushima,Ulsan,7,-0.0053,0.7861,0.9542742413871776
Mizushima,Ulsan,8,-0.0129,0.5134,0.8790756356614097
Mizushima,Ulsan,9,-0.0129,0.5127,0.8790756356614097
Mizushima,Ulsan,10,-0.0054,0.7836,0.9541238291066941
Mizushima,Ulsan,11,0.0021,0.9161,0.9860938511326861
Mizushima,Ulsan,12,-0.0054,0.782,0.9540866773675762
Mizushima,Ulsan,13,-0.013,0.5101,0.8770950226244343
Mizushima,Ulsan,14,0.017,0.3879,0.8129814887751083
Mizushima,Yokohama,1,0.1848,0.0,0.0
Mizushima,Yokohama,2,0.1499,0.0,0.0
Mizushima,Yokohama,3,0.0859,0.0,0.0
Mizushima,Yokohama,4,0.0509,0.0095,0.17487889273356402
Mizushima,Yokohama,5,0.0276,0.1598,0.6246407053637031
Mizushima,Yokohama,6,0.0276,0.1603,0.6248087591240875
Mizushima,Yokohama,7,0.0334,0.0895,0.5070978723404256
Mizushima,Yokohama,8,0.0043,0.8277,0.9696978227402683
Mizushima,Yokohama,9,-0.0597,0.0024,0.06649999999999999
Mizushima,Yokohama,10,-0.0365,0.0636,0.46097002724795644
Mizushima,Yokohama,11,-0.0249,0.206,0.6785882352941177
Mizushima,Yokohama,12,-0.0424,0.0313,0.34372016460905347
Mizushima,Yokohama,13,0.0158,0.4233,0.8290349650349651
Mizushima,Yokohama,14,0.0506,0.0101,0.181527027027027
Nagoya,Antwerp,1,0.0538,0.0061,0.12433716475095785
Nagoya,Antwerp,2,0.0308,0.1166,0.5504099378881988
Nagoya,Antwerp,3,-0.0094,0.6339,0.916166078697422
Nagoya,Antwerp,4,0.0021,0.9156,0.9858312082574378
Nagoya,Antwerp,5,0.025,0.2034,0.6754606741573034
Nagoya,Antwerp,6,0.0365,0.0637,0.4610666666666667
Nagoya,Antwerp,7,0.0307,0.1187,0.5547668122270742
Nagoya,Antwerp,8,0.0192,0.3296,0.7816417112299464
Nagoya,Antwerp,9,-0.0206,0.2941,0.754286265060241
Nagoya,Antwerp,10,-0.0092,0.6413,0.9166747246843943
Nagoya,Antwerp,11,-0.0207,0.2928,0.754286265060241
Nagoya,Antwerp,12,0.0023,0.9079,0.9833939393939395
Nagoya,Antwerp,13,-0.0316,0.1085,0.5368628884826325
Nagoya,Antwerp,14,-0.0027,0.8903,0.9811710144927536
Nagoya,Busan,1,0.0016,0.9346,0.9876980532379817
Nagoya,Busan,2,-0.028,0.1538,0.6138154538634658
Nagoya,Busan,3,0.0075,0.7037,0.931033043478261
Nagoya,Busan,4,-0.0281,0.1531,0.6128607975921746
Nagoya,Busan,5,-0.0222,0.2591,0.7224381551362683
Nagoya,Busan,6,-0.0341,0.0832,0.4928997772828508
Nagoya,Busan,7,-0.0519,0.0083,0.15713879003558717
Nagoya,Busan,8,-0.0282,0.1517,0.6104126984126984
Nagoya,Busan,9,-0.0045,0.8174,0.9670165526373868
Nagoya,Busan,10,-0.0223,0.2564,0.72118043135192
Nagoya,Busan,11,0.0013,0.9465,0.9908012350443843
Nagoya,Busan,12,-0.0046,0.8141,0.9670165526373868
Nagoya,Busan,13,0.0017,0.9329,0.9874707520891364
Nagoya,Busan,14,-0.0102,0.603,0.9066097767730997
Nagoya,Chiba,1,0.155,0.0,0.0
Nagoya,Chiba,2,0.0574,0.0035,0.08580645161290322
Nagoya,Chiba,3,0.014,0.4765,0.8566223422207223
Nagoya,Chiba,4,-0.0131,0.5036,0.8730256410256412
Nagoya,Chiba,5,-0.0294,0.1342,0.5766193548387096
Nagoya,Chiba,6,-0.0132,0.5016,0.8730256410256412
Nagoya,Chiba,7,0.0084,0.6678,0.9241165149544863
Nagoya,Chiba,8,-0.0404,0.04,0.3739894551845343
Nagoya,Chiba,9,-0.0458,0.0197,0.25941584158415837
Nagoya,Chiba,10,-0.0405,0.0397,0.37183802816901407
Nagoya,Chiba,11,-0.0188,0.3395,0.7820972043010752
Nagoya,Chiba,12,-0.0405,0.0395,0.37183802816901407
Nagoya,Chiba,13,0.0141,0.4727,0.8550710642638559
Nagoya,Chiba,14,0.0141,0.4738,0.8553159144893112
Nagoya,Guangzhou (Nansha),1,0.0066,0.7385,0.9417992814371258
Nagoya,Guangzhou (Nansha),2,-0.0432,0.028,0.3203440860215054
Nagoya,Guangzhou (Nansha),3,-0.0211,0.2829,0.7440118518518519
Nagoya,Guangzhou (Nansha),4,-0.0322,0.1016,0.523244917715392
Nagoya,Guangzhou (Nansha),5,-0.0101,0.6065,0.9081283422459894
Nagoya,Guangzhou (Nansha),6,-0.0153,0.4364,0.8342249371182179
Nagoya,Guangzhou (Nansha),7,-0.0098,0.6182,0.9122525616172805
Nagoya,Guangzhou (Nansha),8,0.0566,0.004,0.09292576419213974
Nagoya,Guangzhou (Nansha),9,-0.0154,0.4338,0.8331465703971119
Nagoya,Guangzhou (Nansha),10,-0.0376,0.0562,0.44163072378138846
Nagoya,Guangzhou (Nansha),11,-0.0044,0.8233,0.9670165526373868
Nagoya,Guangzhou (Nansha),12,-0.0044,0.822,0.9670165526373868
Nagoya,Guangzhou (Nansha),13,0.0015,0.9392,0.9893240942387647
Nagoya,Guangzhou (Nansha),14,0.0126,0.5234,0.8832921027592768
Nagoya,Gwangyang (Kwangyang),1,0.0103,0.6012,0.9060577903682718
Nagoya,Gwangyang (Kwangyang),2,0.0037,0.849,0.9761573373676248
Nagoya,Gwangyang (Kwangyang),3,0.0102,0.6031,0.9066097767730997
Nagoya,Gwangyang (Kwangyang),4,0.0102,0.6041,0.9070877787186
Nagoya,Gwangyang (Kwangyang),5,-0.0219,0.2646,0.7271033057851239
Nagoya,Gwangyang (Kwangyang),6,-0.022,0.2641,0.7271033057851239
Nagoya,Gwangyang (Kwangyang),7,0.0106,0.5887,0.9003782696177063
Nagoya,Gwangyang (Kwangyang),8,0.0242,0.2181,0.6857028301886792
Nagoya,Gwangyang (Kwangyang),9,-0.0085,0.6646,0.9233930530164534
Nagoya,Gwangyang (Kwangyang),10,-0.0086,0.6637,0.9226245100600993
Nagoya,Gwangyang (Kwangyang),11,-0.0282,0.1515,0.6104126984126984
Nagoya,Gwangyang (Kwangyang),12,-0.0086,0.6618,0.9207050209205022
Nagoya,Gwangyang (Kwangyang),13,0.0179,0.3621,0.7939812168231931
Nagoya,Gwangyang (Kwangyang),14,-0.0018,0.9284,0.9874707520891364
Nagoya,Hong Kong,1,-0.0235,0.2319,0.69825
Nagoya,Hong Kong,2,-0.0296,0.1314,0.5734262295081968
Nagoya,Hong Kong,3,-0.0052,0.7926,0.9558415213946118
Nagoya,Hong Kong,4,0.0316,0.1084,0.5368628884826325
Nagoya,Hong Kong,5,0.0009,0.9634,0.9908012350443843
Nagoya,Hong Kong,6,0.0192,0.3277,0.7799177101967799
Nagoya,Hong Kong,7,0.0253,0.1975,0.669203539823009
Nagoya,Hong Kong,8,-0.0176,0.3721,0.7973580048270313
Nagoya,Hong Kong,9,-0.0053,0.7862,0.9542742413871776
Nagoya,Hong Kong,10,-0.0176,0.3707,0.7964959612277868
Nagoya,Hong Kong,11,-0.0054,0.7841,0.9541238291066941
Nagoya,Hong Kong,12,-0.0177,0.3693,0.7959530174159579
Nagoya,Hong Kong,13,-0.0174,0.3778,0.8029948062325211
Nagoya,Hong Kong,14,0.0195,0.3233,0.7763935018050542
Nagoya,Kaohsiung,1,-0.0234,0.2345,0.69825
Nagoya,Kaohsiung,2,-0.0065,0.742,0.9441377660846687
Nagoya,Kaohsiung,3,-0.0065,0.7408,0.9432876974629009
Nagoya,Kaohsiung,4,-0.0009,0.9638,0.9908012350443843
Nagoya,Kaohsiung,5,-0.0009,0.9625,0.9908012350443843
Nagoya,Kaohsiung,6,-0.0122,0.5339,0.8868865468071915
Nagoya,Kaohsiung,7,-0.0235,0.2313,0.6979671015314804
Nagoya,Kaohsiung,8,-0.0405,0.0395,0.37183802816901407
Nagoya,Kaohsiung,9,-0.018,0.3612,0.7939812168231931
Nagoya,Kaohsiung,10,-0.0462,0.0188,0.25514285714285717
Nagoya,Kaohsiung,11,-0.0406,0.0391,0.371360568383659
Nagoya,Kaohsiung,12,-0.0406,0.039,0.371360568383659
Nagoya,Kaohsiung,13,-0.0234,0.2352,0.69825
Nagoya,Kaohsiung,14,0.0218,0.2677,0.7284266124936516
Nagoya,Kobe,1,0.2287,0.0,0.0
Nagoya,Kobe,2,0.109,0.0,0.0
Nagoya,Kobe,3,0.0578,0.0033,0.0824225352112676
Nagoya,Kobe,4,0.035,0.0752,0.48084615384615387
Nagoya,Kobe,5,0.0122,0.5364,0.8868865468071915
Nagoya,Kobe,6,0.0121,0.5375,0.8868865468071915
Nagoya,Kobe,7,0.0235,0.2324,0.69825
Nagoya,Kobe,8,-0.0107,0.5859,0.8994939481268012
Nagoya,Kobe,9,-0.0335,0.0883,0.5034898177920686
Nagoya,Kobe,10,-0.0393,0.046,0.403163097199341
Nagoya,Kobe,11,-0.0393,0.0459,0.402950495049505
Nagoya,Kobe,12,-0.0108,0.5819,0.8983482298316889
Nagoya,Kobe,13,-0.0276,0.1608,0.6248087591240875
Nagoya,Kobe,14,0.0066,0.7371,0.9410539956803455
Nagoya,Mizushima,1,0.1295,0.0,0.0
Nagoya,Mizushima,2,0.0355,0.0708,0.480722891566265
Nagoya,Mizushima,3,-0.0174,0.3763,0.8017284741690028
Nagoya,Mizushima,4,-0.0057,0.7729,0.9540866773675762
Nagoya,Mizushima,5,-0.0468,0.0172,0.24207407407407408
Nagoya,Mizushima,6,-0.041,0.0371,0.36719565217391303
Nagoya,Mizushima,7,-0.0234,0.2345,0.69825
Nagoya,Mizushima,8,-0.0175,0.3726,0.7973580048270313
Nagoya,Mizushima,9,-0.0352,0.0736,0.480722891566265
Nagoya,Mizushima,10,-0.0117,0.5513,0.8905635159542445
Nagoya,Mizushima,11,-0.0235,0.2324,0.69825
Nagoya,Mizushima,12,-0.0118,0.5495,0.8905635159542445
Nagoya,Mizushima,13,0.0062,0.7521,0.9463509933774834
Nagoya,Mizushima,14,0.0003,0.9878,0.9962927382753403
Nagoya,Ningbo,1,0.0031,0.8734,0.9784640605296342
Nagoya,Ningbo,2,-0.0583,0.003,0.0774757281553398
Nagoya,Ningbo,3,-0.0304,0.1213,0.5606071118820468
Nagoya,Ningbo,4,-0.0305,0.121,0.5602191304347826
Nagoya,Ningbo,5,-0.0026,0.8956,0.9816653632434656
Nagoya,Ningbo,6,-0.0082,0.6768,0.9278814738469465
Nagoya,Ningbo,7,-0.0082,0.6757,0.9269530685920576
Nagoya,Ningbo,8,0.0197,0.3174,0.7728
Nagoya,Ningbo,9,0.0085,0.667,0.9237668488160292
Nagoya,Ningbo,10,0.0196,0.3191,0.7744580291970803
Nagoya,Ningbo,11,-0.0084,0.6713,0.9261711618257261
Nagoya,Ningbo,12,0.0251,0.2017,0.6743567839195981
Nagoya,Ningbo,13,0.02,0.3102,0.7681971176197118
Nagoya,Ningbo,14,-0.0192,0.3284,0.7802983474765521
Nagoya,Port Klang,1,-0.0121,0.5387,0.8869409217445099
Nagoya,Port Klang,2,-0.0121,0.5378,0.8868865468071915
Nagoya,Port Klang,3,0.0104,0.5961,0.9037189189189189
Nagoya,Port Klang,4,0.016,0.415,0.8231541325390915
Nagoya,Port Klang,5,-0.0231,0.2397,0.7041435670900056
Nagoya,Port Klang,6,0.0221,0.2616,0.7253541017653167
Nagoya,Port Klang,7,0.0164,0.4046,0.8219420289855073
Nagoya,Port Klang,8,0.0107,0.5862,0.8994939481268012
Nagoya,Port Klang,9,-0.0063,0.7496,0.9454414414414416
Nagoya,Port Klang,10,-0.0289,0.1415,0.5899529780564263
Nagoya,Port Klang,11,-0.0063,0.7473,0.9446126810733793
Nagoya,Port Klang,12,-0.0516,0.0087,0.163547703180212
Nagoya,Port Klang,13,-0.0117,0.5533,0.8905635159542445
Nagoya,Port Klang,14,-0.0344,0.0808,0.4884727272727273
Nagoya,Qingdao,1,-0.0177,0.3665,0.7943175895765473
Nagoya,Qingdao,2,-0.0668,0.0007,0.025861111111111112
Nagoya,Qingdao,3,-0.0396,0.0439,0.3945067567567567
Nagoya,Qingdao,4,-0.0178,0.3641,0.7939812168231931
Nagoya,Qingdao,5,-0.0233,0.2356,0.6982685236768802
Nagoya,Qingdao,6,-0.0179,0.3625,0.7939812168231931
Nagoya,Qingdao,7,-0.007,0.7202,0.9377053352912383
Nagoya,Qingdao,8,-0.0071,0.719,0.9375196078431373
Nagoya,Qingdao,9,0.0256,0.1937,0.6644878048780487
Nagoya,Qingdao,10,0.0369,0.0606,0.447883495145631
Nagoya,Qingdao,11,0.0096,0.626,0.9145667215815486
Nagoya,Qingdao,12,0.0205,0.2982,0.7578586437440307
Nagoya,Qingdao,13,-0.0064,0.7439,0.9445248868778282
Nagoya,Qingdao,14,0.0209,0.2886,0.7500498290180754
Nagoya,Rotterdam,1,0.0361,0.0664,0.4697446808510638
Nagoya,Rotterdam,2,0.0243,0.2171,0.6854433234421364
Nagoya,Rotterdam,3,-0.0111,0.5719,0.8965939893930465
Nagoya,Rotterdam,4,-0.0288,0.1428,0.5930491803278689
Nagoya,Rotterdam,5,-0.0053,0.7883,0.9552010931450694
Nagoya,Rotterdam,6,-0.0112,0.5691,0.8954782608695653
Nagoya,Rotterdam,7,0.0006,0.9777,0.994122947689958
Nagoya,Rotterdam,8,0.03,0.1276,0.5684140233722872
Nagoya,Rotterdam,9,-0.0172,0.3827,0.8079222222222222
Nagoya,Rotterdam,10,-0.0231,0.2405,0.7057142857142856
Nagoya,Rotterdam,11,-0.029,0.1404,0.587669551534225
Nagoya,Rotterdam,12,-0.0173,0.3805,0.8057270194986071
Nagoya,Rotterdam,13,-0.0288,0.1442,0.5956086956521739
Nagoya,Rotterdam,14,0.0066,0.7358,0.940837656099904
Nagoya,Sakai-Semboku,1,0.1645,0.0,0.0
Nagoya,Sakai-Semboku,2,0.0728,0.0002,0.008512
Nagoya,Sakai-Semboku,3,0.0034,0.8618,0.9780122543841115
Nagoya,Sakai-Semboku,4,0.0207,0.2914,0.7536451142440447
Nagoya,Sakai-Semboku,5,0.0149,0.4477,0.8439138722202613
Nagoya,Sakai-Semboku,6,-0.0082,0.6756,0.9269530685920576
Nagoya,Sakai-Semboku,7,-0.0025,0.8997,0.9820615258408532
Nagoya,Sakai-Semboku,8,-0.0314,0.1102,0.5368628884826325
Nagoya,Sakai-Semboku,9,-0.0488,0.0131,0.21674074074074073
Nagoya,Sakai-Semboku,10,-0.0488,0.013,0.21674074074074073
Nagoya,Sakai-Semboku,11,-0.0315,0.1093,0.5368628884826325
Nagoya,Sakai-Semboku,12,-0.02,0.3102,0.7681971176197118
Nagoya,Sakai-Semboku,13,0.0151,0.4423,0.8397701641684511
Nagoya,Sakai-Semboku,14,-0.0023,0.9074,0.9833939393939395
Nagoya,Shanghai (Pudong),1,-0.0468,0.0172,0.24207407407407408
Nagoya,Shanghai (Pudong),2,-0.0361,0.0664,0.4697446808510638
Nagoya,Shanghai (Pudong),3,-0.0361,0.0662,0.4697446808510638
Nagoya,Shanghai (Pudong),4,-0.0143,0.468,0.8528397260273972
Nagoya,Shanghai (Pudong),5,0.0072,0.7125,0.9349349112426035
Nagoya,Shanghai (Pudong),6,0.0018,0.926,0.9874707520891364
Nagoya,Shanghai (Pudong),7,0.018,0.3613,0.7939812168231931
Nagoya,Shanghai (Pudong),8,0.0287,0.1446,0.5958729666924865
Nagoya,Shanghai (Pudong),9,-0.0198,0.3138,0.7688794848206072
Nagoya,Shanghai (Pudong),10,-0.0252,0.1996,0.6707095959595959
Nagoya,Shanghai (Pudong),11,0.0124,0.5274,0.88593874329018
Nagoya,Shanghai (Pudong),12,0.034,0.0845,0.49672928176795583
Nagoya,Shanghai (Pudong),13,0.0506,0.0101,0.181527027027027
Nagoya,Shanghai (Pudong),14,0.0128,0.5154,0.879951219512195
Nagoya,Singapore,1,0.04,0.0417,0.3818313253012048
Nagoya,Singapore,2,-0.0198,0.3145,0.7692597701149425
Nagoya,Singapore,3,-0.0198,0.314,0.7688794848206072
Nagoya,Singapore,4,0.02,0.3087,0.7681971176197118
Nagoya,Singapore,5,0.0001,0.9971,0.9987896817925062
Nagoya,Singapore,6,-0.0199,0.3123,0.7688273947246645
Nagoya,Singapore,7,0.0,0.9992,0.9995757803685595
Nagoya,Singapore,8,0.0332,0.0915,0.5084979919678715
Nagoya,Singapore,9,-0.0067,0.7347,0.940837656099904
Nagoya,Singapore,10,0.0199,0.3129,0.7688794848206072
Nagoya,Singapore,11,0.0066,0.7391,0.9417992814371258
Nagoya,Singapore,12,0.0132,0.5035,0.8730256410256412
Nagoya,Singapore,13,0.0069,0.7273,0.9387400581959263
Nagoya,Singapore,14,0.0068,0.7284,0.938793220338983
Nagoya,Tianjin Xin Gang,1,0.0134,0.4951,0.8698586525759576
Nagoya,Tianjin Xin Gang,2,0.0023,0.9086,0.9833939393939395
Nagoya,Tianjin Xin Gang,3,-0.0256,0.1932,0.6644878048780487
Nagoya,Tianjin Xin Gang,4,-0.02,0.3079,0.7672262295081966
Nagoya,Tianjin Xin Gang,5,-0.0145,0.4604,0.8523818118708781
Nagoya,Tianjin Xin Gang,6,-0.0257,0.1918,0.6641352405721717
Nagoya,Tianjin Xin Gang,7,-0.0257,0.1913,0.6637861799217731
Nagoya,Tianjin Xin Gang,8,-0.0091,0.6455,0.9173098666666666
Nagoya,Tianjin Xin Gang,9,0.0132,0.5037,0.8730256410256412
Nagoya,Tianjin Xin Gang,10,0.0076,0.7007,0.9309337319382163
Nagoya,Tianjin Xin Gang,11,-0.0036,0.8554,0.9780122543841115
Nagoya,Tianjin Xin Gang,12,0.0247,0.2104,0.6804425531914894
Nagoya,Tianjin Xin Gang,13,-0.0028,0.8859,0.9804426877470356
Nagoya,Tianjin Xin Gang,14,0.0139,0.4803,0.8583123950285523
Nagoya,Ulsan,1,0.0252,0.1997,0.6707095959595959
Nagoya,Ulsan,2,0.0108,0.5814,0.8983482298316889
Nagoya,Ulsan,3,0.0036,0.853,0.9777978883861237
Nagoya,Ulsan,4,-0.0107,0.5857,0.8994939481268012
Nagoya,Ulsan,5,-0.0107,0.585,0.8994939481268012
Nagoya,Ulsan,6,0.0036,0.8558,0.9780122543841115
Nagoya,Ulsan,7,0.0107,0.5859,0.8994939481268012
Nagoya,Ulsan,8,0.0107,0.5867,0.8994939481268012
Nagoya,Ulsan,9,0.0178,0.3646,0.7939812168231931
Nagoya,Ulsan,10,-0.018,0.3597,0.7939812168231931
Nagoya,Ulsan,11,-0.0324,0.0998,0.5195068493150685
Nagoya,Ulsan,12,-0.0181,0.3586,0.7939812168231931
Nagoya,Ulsan,13,-0.0035,0.8608,0.9780122543841115
Nagoya,Ulsan,14,0.0181,0.3586,0.7939812168231931
Nagoya,Yokohama,1,0.2191,0.0,0.0
Nagoya,Yokohama,2,0.1079,0.0,0.0
Nagoya,Yokohama,3,0.0467,0.0175,0.24500000000000002
Nagoya,Yokohama,4,0.0022,0.9112,0.9836818181818182
Nagoya,Yokohama,5,-0.0312,0.1126,0.5421104072398191
Nagoya,Yokohama,6,-0.0201,0.3066,0.7657802816901408
Nagoya,Yokohama,7,0.0021,0.915,0.9855841263413647
Nagoya,Yokohama,8,-0.0202,0.3052,0.7643275294117647
Nagoya,Yokohama,9,-0.0313,0.1114,0.5382758620689655
Nagoya,Yokohama,10,-0.0425,0.0308,0.3406569646569647
Nagoya,Yokohama,11,-0.0258,0.1895,0.6610754098360655
Nagoya,Yokohama,12,-0.0314,0.1104,0.5368628884826325
Nagoya,Yokohama,13,0.0023,0.9055,0.9833939393939395
Nagoya,Yokohama,14,0.0079,0.6891,0.9301939393939394
Ningbo,Antwerp,1,-0.0154,0.433,0.8331139240506329
Ningbo,Antwerp,2,0.0017,0.9296,0.9874707520891364
Ningbo,Antwerp,3,-0.004,0.838,0.9737085514834205
Ningbo,Antwerp,4,-0.0098,0.6191,0.9122525616172805
Ningbo,Antwerp,5,-0.0098,0.6181,0.9122525616172805
Ningbo,Antwerp,6,-0.0098,0.617,0.9122525616172805
Ningbo,Antwerp,7,0.0073,0.7102,0.9342888229475768
Ningbo,Antwerp,8,0.002,0.9205,0.9874177419354839
Ningbo,Antwerp,9,-0.0206,0.2941,0.754286265060241
Ningbo,Antwerp,10,0.0081,0.681,0.930151569277877
Ningbo,Antwerp,11,0.0081,0.6822,0.930151569277877
Ningbo,Antwerp,12,0.0488,0.0131,0.21674074074074073
Ningbo,Antwerp,13,-0.0027,0.8915,0.9813325056900476
Ningbo,Antwerp,14,0.032,0.1044,0.5294666666666666
Ningbo,Busan,1,0.1193,0.0,0.0
Ningbo,Busan,2,0.0543,0.0056,0.11637499999999999
Ningbo,Busan,3,0.0189,0.3367,0.7820972043010752
Ningbo,Busan,4,0.0366,0.0628,0.456415300546448
Ningbo,Busan,5,0.0306,0.1191,0.5547668122270742
Ningbo,Busan,6,-0.0048,0.8058,0.9646390639063906
Ningbo,Busan,7,-0.0108,0.584,0.8994939481268012
Ningbo,Busan,8,-0.0282,0.1517,0.6104126984126984
Ningbo,Busan,9,0.0251,0.2027,0.6747317073170732
Ningbo,Busan,10,-0.0105,0.5939,0.9027142449329147
Ningbo,Busan,11,-0.0105,0.5929,0.9027142449329147
Ningbo,Busan,12,-0.0042,0.8292,0.9698562321389317
Ningbo,Busan,13,-0.0043,0.828,0.9696978227402683
Ningbo,Busan,14,-0.0162,0.4113,0.8227441860465116
Ningbo,Chiba,1,0.0677,0.0006,0.0228
Ningbo,Chiba,2,0.0622,0.0015,0.0463953488372093
Ningbo,Chiba,3,0.0298,0.13,0.5714723825226711
Ningbo,Chiba,4,0.0243,0.2161,0.6854433234421364
Ningbo,Chiba,5,0.0567,0.0039,0.09140088105726872
Ningbo,Chiba,6,0.0188,0.338,0.7820972043010752
Ningbo,Chiba,7,-0.0028,0.8856,0.9803146067415731
Ningbo,Chiba,8,-0.0187,0.3418,0.7820972043010752
Ningbo,Chiba,9,0.0138,0.4831,0.8601378848728246
Ningbo,Chiba,10,0.0083,0.6715,0.9262068965517242
Ningbo,Chiba,11,-0.0296,0.132,0.5737254901960784
Ningbo,Chiba,12,0.0033,0.8668,0.9780122543841115
Ningbo,Chiba,13,0.0305,0.122,0.5609680207433017
Ningbo,Chiba,14,0.0413,0.036,0.36410646387832696
Ningbo,Guangzhou (Nansha),1,0.0337,0.0866,0.5007739130434783
Ningbo,Guangzhou (Nansha),2,0.0446,0.023,0.28389791183294666
Ningbo,Guangzhou (Nansha),3,0.0281,0.1529,0.6128607975921746
Ningbo,Guangzhou (Nansha),4,0.017,0.386,0.8107066719305172
Ningbo,Guangzhou (Nansha),5,-0.0105,0.5923,0.9026170151818964
Ningbo,Guangzhou (Nansha),6,-0.0047,0.8131,0.9670165526373868
Ningbo,Guangzhou (Nansha),7,0.0008,0.966,0.9915338606984371
Ningbo,Guangzhou (Nansha),8,-0.0209,0.288,0.7500498290180754
Ningbo,Guangzhou (Nansha),9,-0.0154,0.4338,0.8331465703971119
Ningbo,Guangzhou (Nansha),10,0.0012,0.9526,0.9908012350443843
Ningbo,Guangzhou (Nansha),11,-0.0265,0.1776,0.6514360027378508
Ningbo,Guangzhou (Nansha),12,-0.0096,0.6272,0.9153143170597915
Ningbo,Guangzhou (Nansha),13,-0.0318,0.1064,0.5330018832391714
Ningbo,Guangzhou (Nansha),14,0.0126,0.5234,0.8832921027592768
Ningbo,Gwangyang (Kwangyang),1,0.0618,0.0016,0.04864
Ningbo,Gwangyang (Kwangyang),2,0.0488,0.013,0.21674074074074073
Ningbo,Gwangyang (Kwangyang),3,0.0552,0.0049,0.10596747967479674
Ningbo,Gwangyang (Kwangyang),4,0.0033,0.8655,0.9780122543841115
Ningbo,Gwangyang (Kwangyang),5,0.0103,0.6,0.9060130348540663
Ningbo,Gwangyang (Kwangyang),6,-0.0092,0.6385,0.9164693822497976
Ningbo,Gwangyang (Kwangyang),7,-0.0223,0.2572,0.72118043135192
Ningbo,Gwangyang (Kwangyang),8,-0.0151,0.4442,0.8400796302879487
Ningbo,Gwangyang (Kwangyang),9,-0.0151,0.4435,0.8398405693950177
Ningbo,Gwangyang (Kwangyang),10,-0.0086,0.6637,0.9226245100600993
Ningbo,Gwangyang (Kwangyang),11,-0.002,0.9175,0.9862800565770863
Ningbo,Gwangyang (Kwangyang),12,0.018,0.3613,0.7939812168231931
Ningbo,Gwangyang (Kwangyang),13,-0.0083,0.6731,0.9267450980392158
Ningbo,Gwangyang (Kwangyang),14,0.0376,0.0561,0.4414970414201183
Ningbo,Hong Kong,1,0.0617,0.0017,0.05109604519774011
Ningbo,Hong Kong,2,0.0434,0.0272,0.31525925925925924
Ningbo,Hong Kong,3,0.0617,0.0017,0.05109604519774011
Ningbo,Hong Kong,4,-0.0239,0.2242,0.6878414704192992
Ningbo,Hong Kong,5,-0.0117,0.5519,0.8905635159542445
Ningbo,Hong Kong,6,0.0127,0.5178,0.8804990427568604
Ningbo,Hong Kong,7,-0.0179,0.3637,0.7939812168231931
Ningbo,Hong Kong,8,0.0069,0.7242,0.9387171643602816
Ningbo,Hong Kong,9,-0.0298,0.1293,0.5707870753935378
Ningbo,Hong Kong,10,0.0069,0.7264,0.9387171643602816
Ningbo,Hong Kong,11,-0.0238,0.2272,0.6921785918717802
Ningbo,Hong Kong,12,0.0195,0.3218,0.7760543970988213
Ningbo,Hong Kong,13,0.0072,0.7147,0.9358119616047255
Ningbo,Hong Kong,14,0.0133,0.4992,0.8727387446598751
Ningbo,Kaohsiung,1,0.0832,0.0,0.0
Ningbo,Kaohsiung,2,0.0606,0.002,0.05689839572192513
Ningbo,Kaohsiung,3,0.0156,0.4272,0.8308502732240438
Ningbo,Kaohsiung,4,0.0156,0.4282,0.8308502732240438
Ningbo,Kaohsiung,5,-0.0295,0.1339,0.5762974939369443
Ningbo,Kaohsiung,6,-0.0014,0.9447,0.9908012350443843
Ningbo,Kaohsiung,7,0.038,0.0534,0.42784337349397594
Ningbo,Kaohsiung,8,0.0103,0.6019,0.9060860215053763
Ningbo,Kaohsiung,9,-0.018,0.3612,0.7939812168231931
Ningbo,Kaohsiung,10,-0.0067,0.7328,0.9406878919440425
Ningbo,Kaohsiung,11,0.0045,0.818,0.9670165526373868
Ningbo,Kaohsiung,12,0.0106,0.591,0.9018216231717808
Ningbo,Kaohsiung,13,0.0049,0.8037,0.9634711711711712
Ningbo,Kaohsiung,14,0.0162,0.4115,0.8227441860465116
Ningbo,Kobe,1,0.0686,0.0005,0.019558823529411764
Ningbo,Kobe,2,0.0459,0.0195,0.25805970149253726
Ningbo,Kobe,3,0.0288,0.1425,0.59268125
Ningbo,Kobe,4,0.0458,0.0197,0.25941584158415837
Ningbo,Kobe,5,0.0231,0.2404,0.7057142857142856
Ningbo,Kobe,6,0.0401,0.0414,0.38105190311418685
Ningbo,Kobe,7,-0.0054,0.7842,0.9541238291066941
Ningbo,Kobe,8,0.0007,0.9727,0.9933389635316698
Ningbo,Kobe,9,-0.0107,0.5849,0.8994939481268012
Ningbo,Kobe,10,-0.0165,0.4025,0.8204214559386974
Ningbo,Kobe,11,0.0234,0.2352,0.69825
Ningbo,Kobe,12,0.0124,0.5294,0.8859414910349166
