port_a,port_b,lag,corr,pval,pval_corrected
Gwangyang (Kwangyang),Yokohama,5,0.029,0.1401,0.5873380614657211
Gwangyang (Kwangyang),Yokohama,6,0.016,0.4153,0.8231541325390915
Gwangyang (Kwangyang),Yokohama,7,0.0613,0.0018,0.0529060773480663
Gwangyang (Kwangyang),Yokohama,8,0.0419,0.0332,0.35395591182364733
Gwangyang (Kwangyang),Yokohama,9,0.0095,0.6306,0.9158847199564981
Gwangyang (Kwangyang),Yokohama,10,0.0483,0.014,0.22366366366366364
Gwangyang (Kwangyang),Yokohama,11,0.0029,0.8816,0.9796734013747136
Gwangyang (Kwangyang),Yokohama,12,-0.0165,0.4011,0.819970802919708
Gwangyang (Kwangyang),Yokohama,13,0.0288,0.1436,0.5948313908313908
Gwangyang (Kwangyang),Yokohama,14,0.0223,0.2577,0.72118043135192
Hong Kong,Antwerp,1,0.0237,0.2273,0.6921785918717802
Hong Kong,Antwerp,2,0.0111,0.5709,0.8965939893930465
Hong Kong,Antwerp,3,-0.0077,0.6945,0.930632134774956
Hong Kong,Antwerp,4,0.0299,0.128,0.5684140233722872
Hong Kong,Antwerp,5,-0.0015,0.9393,0.9893240942387647
Hong Kong,Antwerp,6,-0.0137,0.4868,0.8638345563709139
Hong Kong,Antwerp,7,0.0241,0.221,0.6867016317016318
Hong Kong,Antwerp,8,-0.0011,0.9538,0.9908012350443843
Hong Kong,Antwerp,9,-0.0067,0.7346,0.940837656099904
Hong Kong,Antwerp,10,0.006,0.7619,0.9508907641819033
Hong Kong,Antwerp,11,-0.0004,0.984,0.9959817351598174
Hong Kong,Antwerp,12,0.0059,0.7641,0.9513250643575942
Hong Kong,Antwerp,13,-0.0382,0.0526,0.4239878787878788
Hong Kong,Antwerp,14,0.0063,0.7507,0.9457077906701397
Hong Kong,Busan,1,-0.0096,0.6243,0.9141325997248968
Hong Kong,Busan,2,0.0033,0.8664,0.9780122543841115
Hong Kong,Busan,3,-0.0097,0.6226,0.9136138996138996
Hong Kong,Busan,4,0.0033,0.8685,0.9780122543841115
Hong Kong,Busan,5,0.0162,0.4105,0.8225461393596986
Hong Kong,Busan,6,0.0296,0.1319,0.5737254901960784
Hong Kong,Busan,7,-0.0029,0.8835,0.9796734013747136
Hong Kong,Busan,8,-0.0029,0.8824,0.9796734013747136
Hong Kong,Busan,9,-0.0025,0.8984,0.9820615258408532
Hong Kong,Busan,10,0.017,0.3874,0.8125739061884115
Hong Kong,Busan,11,0.017,0.3882,0.8130803149606299
Hong Kong,Busan,12,0.017,0.389,0.8137947306331105
Hong Kong,Busan,13,0.0039,0.8431,0.9756033057851239
Hong Kong,Busan,14,0.0104,0.5978,0.9042638612453796
Hong Kong,Chiba,1,-0.016,0.4162,0.8234228337671998
Hong Kong,Chiba,2,-0.0101,0.6083,0.9094425126191812
Hong Kong,Chiba,3,0.0018,0.9285,0.9874707520891364
Hong Kong,Chiba,4,-0.0042,0.8309,0.9706605182257355
Hong Kong,Chiba,5,0.0017,0.9309,0.9874707520891364
Hong Kong,Chiba,6,0.02,0.309,0.7681971176197118
Hong Kong,Chiba,7,0.0259,0.1874,0.6580646864686469
Hong Kong,Chiba,8,-0.0098,0.6184,0.9122525616172805
Hong Kong,Chiba,9,-0.0273,0.1655,0.63175
Hong Kong,Chiba,10,0.0085,0.6661,0.9237668488160292
Hong Kong,Chiba,11,-0.0035,0.86,0.9780122543841115
Hong Kong,Chiba,12,-0.0035,0.8588,0.9780122543841115
Hong Kong,Chiba,13,-0.0035,0.8577,0.9780122543841115
Hong Kong,Chiba,14,0.0263,0.182,0.6558213802435724
Hong Kong,Guangzhou (Nansha),1,0.1377,0.0,0.0
Hong Kong,Guangzhou (Nansha),2,0.035,0.075,0.480722891566265
Hong Kong,Guangzhou (Nansha),3,0.0229,0.2444,0.7124325505188421
Hong Kong,Guangzhou (Nansha),4,0.0108,0.5838,0.8994939481268012
Hong Kong,Guangzhou (Nansha),5,-0.0134,0.495,0.8698586525759576
Hong Kong,Guangzhou (Nansha),6,0.0055,0.7783,0.9540866773675762
Hong Kong,Guangzhou (Nansha),7,0.0359,0.0682,0.4742797385620915
Hong Kong,Guangzhou (Nansha),8,0.0055,0.7806,0.9540866773675762
Hong Kong,Guangzhou (Nansha),9,0.012,0.5411,0.8870475606014114
Hong Kong,Guangzhou (Nansha),10,0.012,0.5422,0.8870475606014114
Hong Kong,Guangzhou (Nansha),11,0.0302,0.1244,0.5645714285714286
Hong Kong,Guangzhou (Nansha),12,-0.0002,0.9902,0.9962927382753403
Hong Kong,Guangzhou (Nansha),13,-0.0185,0.3464,0.7858626865671642
Hong Kong,Guangzhou (Nansha),14,0.0484,0.0139,0.22273493975903613
Hong Kong,Gwangyang (Kwangyang),1,0.0172,0.3819,0.8078361829025845
Hong Kong,Gwangyang (Kwangyang),2,0.01,0.6093,0.9094425126191812
Hong Kong,Gwangyang (Kwangyang),3,0.01,0.6102,0.9098273542600896
Hong Kong,Gwangyang (Kwangyang),4,0.0029,0.8834,0.9796734013747136
Hong Kong,Gwangyang (Kwangyang),5,0.0104,0.5952,0.9034134094151212
Hong Kong,Gwangyang (Kwangyang),6,0.0037,0.8516,0.9774567421790723
Hong Kong,Gwangyang (Kwangyang),7,-0.025,0.204,0.6761869158878504
Hong Kong,Gwangyang (Kwangyang),8,-0.0031,0.8748,0.9784640605296342
Hong Kong,Gwangyang (Kwangyang),9,-0.0316,0.1086,0.5368628884826325
Hong Kong,Gwangyang (Kwangyang),10,0.0044,0.8218,0.9670165526373868
Hong Kong,Gwangyang (Kwangyang),11,0.0044,0.8227,0.9670165526373868
Hong Kong,Gwangyang (Kwangyang),12,0.0332,0.0916,0.5084979919678715
Hong Kong,Gwangyang (Kwangyang),13,0.0044,0.8246,0.9675500661667402
Hong Kong,Gwangyang (Kwangyang),14,0.0115,0.5577,0.8910321224857399
Hong Kong,Kaohsiung,1,0.0515,0.0087,0.163547703180212
Hong Kong,Kaohsiung,2,0.0145,0.4616,0.8523818118708781
Hong Kong,Kaohsiung,3,0.0021,0.9149,0.9855841263413647
Hong Kong,Kaohsiung,4,-0.0226,0.2502,0.7164838709677419
Hong Kong,Kaohsiung,5,-0.0411,0.0363,0.366
Hong Kong,Kaohsiung,6,0.0087,0.6595,0.9195801047120419
Hong Kong,Kaohsiung,7,0.0024,0.9009,0.9825313653136531
Hong Kong,Kaohsiung,8,-0.0223,0.2563,0.72118043135192
Hong Kong,Kaohsiung,9,-0.0033,0.8648,0.9780122543841115
Hong Kong,Kaohsiung,10,-0.0158,0.4223,0.8281002580169554
Hong Kong,Kaohsiung,11,0.009,0.6472,0.917866382752196
Hong Kong,Kaohsiung,12,-0.0345,0.0799,0.48579199999999995
Hong Kong,Kaohsiung,13,0.009,0.6493,0.9183082209886334
Hong Kong,Kaohsiung,14,-0.0097,0.6225,0.9136138996138996
Hong Kong,Kobe,1,0.0099,0.6131,0.9108327282881876
Hong Kong,Kobe,2,0.0473,0.0161,0.2353076923076923
Hong Kong,Kobe,3,-0.0026,0.8956,0.9816653632434656
Hong Kong,Kobe,4,-0.0088,0.653,0.9183082209886334
Hong Kong,Kobe,5,-0.0213,0.2781,0.7404864864864865
Hong Kong,Kobe,6,0.0665,0.0007,0.025861111111111112
Hong Kong,Kobe,7,0.0352,0.0731,0.480722891566265
Hong Kong,Kobe,8,0.0352,0.0734,0.480722891566265
Hong Kong,Kobe,9,0.0295,0.134,0.5762974939369443
Hong Kong,Kobe,10,0.0106,0.5885,0.9003782696177063
Hong Kong,Kobe,11,-0.0019,0.9225,0.9874707520891364
Hong Kong,Kobe,12,-0.0207,0.292,0.754286265060241
Hong Kong,Kobe,13,0.0294,0.1357,0.5803247588424436
Hong Kong,Kobe,14,-0.002,0.9192,0.9870649455425575
Hong Kong,Mizushima,1,0.0407,0.0384,0.3694177215189873
Hong Kong,Mizushima,2,0.0406,0.0385,0.36971119133574004
Hong Kong,Mizushima,3,0.0213,0.2774,0.7398957915831664
Hong Kong,Mizushima,4,0.0085,0.6666,0.9237668488160292
Hong Kong,Mizushima,5,-0.0108,0.5817,0.8983482298316889
Hong Kong,Mizushima,6,0.0218,0.2684,0.7284266124936516
Hong Kong,Mizushima,7,-0.0234,0.2346,0.69825
Hong Kong,Mizushima,8,0.0088,0.6538,0.9183985220374768
Hong Kong,Mizushima,9,-0.0101,0.6065,0.9081283422459894
Hong Kong,Mizushima,10,-0.0102,0.6056,0.9076969014084508
Hong Kong,Mizushima,11,0.0027,0.8893,0.9809404934687953
Hong Kong,Mizushima,12,-0.0038,0.8489,0.9761573373676248
Hong Kong,Mizushima,13,0.0156,0.4277,0.8308502732240438
Hong Kong,Mizushima,14,-0.0038,0.8469,0.9757170056252704
Hong Kong,Nagoya,1,0.0075,0.7015,0.9309337319382163
Hong Kong,Nagoya,2,0.0141,0.4745,0.855669376693767
Hong Kong,Nagoya,3,0.0079,0.6888,0.9301939393939394
Hong Kong,Nagoya,4,0.014,0.4764,0.8566223422207223
Hong Kong,Nagoya,5,-0.0106,0.5882,0.9003782696177063
Hong Kong,Nagoya,6,0.0268,0.1731,0.64218410041841
Hong Kong,Nagoya,7,0.0021,0.9163,0.9860938511326861
Hong Kong,Nagoya,8,-0.0103,0.6003,0.9060130348540663
Hong Kong,Nagoya,9,0.0087,0.6596,0.9195801047120419
Hong Kong,Nagoya,10,0.0334,0.0896,0.5070978723404256
Hong Kong,Nagoya,11,-0.0162,0.4117,0.8227441860465116
Hong Kong,Nagoya,12,-0.0162,0.411,0.8227441860465116
Hong Kong,Nagoya,13,0.0024,0.9045,0.9833939393939395
Hong Kong,Nagoya,14,0.0085,0.665,0.9235397860683537
Hong Kong,Ningbo,1,0.0129,0.5129,0.8790756356614097
Hong Kong,Ningbo,2,0.0006,0.9753,0.9939088471849865
Hong Kong,Ningbo,3,0.0006,0.9765,0.994122947689958
Hong Kong,Ningbo,4,-0.0117,0.5528,0.8905635159542445
Hong Kong,Ningbo,5,-0.0056,0.7763,0.9540866773675762
Hong Kong,Ningbo,6,-0.0052,0.7926,0.9558415213946118
Hong Kong,Ningbo,7,-0.0175,0.3748,0.7994931836407378
Hong Kong,Ningbo,8,0.0009,0.9635,0.9908012350443843
Hong Kong,Ningbo,9,0.0075,0.7037,0.931033043478261
Hong Kong,Ningbo,10,0.0013,0.947,0.9908012350443843
Hong Kong,Ningbo,11,-0.0356,0.0704,0.4795492957746479
Hong Kong,Ningbo,12,-0.0172,0.3826,0.8079222222222222
Hong Kong,Ningbo,13,-0.0357,0.0701,0.4787317073170731
Hong Kong,Ningbo,14,0.0073,0.7092,0.9341282495667246
Hong Kong,Port Klang,1,0.033,0.093,0.5084979919678715
Hong Kong,Port Klang,2,0.0145,0.4616,0.8523818118708781
Hong Kong,Port Klang,3,0.0268,0.173,0.64218410041841
Hong Kong,Port Klang,4,0.0082,0.675,0.9267450980392158
Hong Kong,Port Klang,5,0.0086,0.6613,0.9202500653936698
Hong Kong,Port Klang,6,0.0401,0.0415,0.3813126079447323
Hong Kong,Port Klang,7,0.0338,0.0852,0.4997398015435502
Hong Kong,Port Klang,8,-0.0096,0.6256,0.9144846153846155
Hong Kong,Port Klang,9,-0.0279,0.1567,0.6219880774962743
Hong Kong,Port Klang,10,-0.0155,0.4324,0.8329467969598262
Hong Kong,Port Klang,11,0.0094,0.6327,0.9158847199564981
Hong Kong,Port Klang,12,-0.0155,0.4309,0.8311776649746194
Hong Kong,Port Klang,13,-0.028,0.1553,0.6188734082397004
Hong Kong,Port Klang,14,-0.0031,0.8742,0.9784640605296342
Hong Kong,Qingdao,1,-0.0213,0.2789,0.741503248375812
Hong Kong,Qingdao,2,-0.0094,0.633,0.9158847199564981
Hong Kong,Qingdao,3,-0.0094,0.632,0.9158847199564981
Hong Kong,Qingdao,4,-0.0035,0.8593,0.9780122543841115
Hong Kong,Qingdao,5,0.0084,0.6692,0.925091192517537
Hong Kong,Qingdao,6,0.0029,0.8829,0.9796734013747136
Hong Kong,Qingdao,7,0.0088,0.653,0.9183082209886334
Hong Kong,Qingdao,8,0.0387,0.0491,0.4115471698113208
Hong Kong,Qingdao,9,-0.0027,0.8908,0.9811710144927536
Hong Kong,Qingdao,10,-0.0024,0.9041,0.9833939393939395
Hong Kong,Qingdao,11,-0.0144,0.464,0.8528397260273972
Hong Kong,Qingdao,12,-0.0265,0.1789,0.6514360027378508
Hong Kong,Qingdao,13,-0.0085,0.6673,0.9237668488160292
Hong Kong,Qingdao,14,0.0336,0.0883,0.5034898177920686
Hong Kong,Rotterdam,1,0.0347,0.077,0.4853554502369668
Hong Kong,Rotterdam,2,0.0025,0.8989,0.9820615258408532
Hong Kong,Rotterdam,3,-0.004,0.8399,0.9739032258064516
Hong Kong,Rotterdam,4,-0.004,0.8389,0.9737085514834205
Hong Kong,Rotterdam,5,0.0217,0.2687,0.7284266124936516
Hong Kong,Rotterdam,6,0.0093,0.6365,0.9164693822497976
Hong Kong,Rotterdam,7,0.0351,0.0741,0.480722891566265
Hong Kong,Rotterdam,8,0.0157,0.4248,0.8299355783308932
Hong Kong,Rotterdam,9,0.0097,0.6229,0.9136553625585883
Hong Kong,Rotterdam,10,0.0226,0.2505,0.7164838709677419
Hong Kong,Rotterdam,11,0.0226,0.2512,0.7173290391841115
Hong Kong,Rotterdam,12,0.0355,0.0711,0.480722891566265
Hong Kong,Rotterdam,13,0.0161,0.4149,0.8231541325390915
Hong Kong,Rotterdam,14,-0.0034,0.8622,0.9780122543841115
Hong Kong,Sakai-Semboku,1,0.0183,0.3515,0.7910236886632824
Hong Kong,Sakai-Semboku,2,0.0124,0.5285,0.8859414910349166
Hong Kong,Sakai-Semboku,3,0.006,0.7588,0.9493922859830668
Hong Kong,Sakai-Semboku,4,-0.0446,0.0232,0.28561290322580646
Hong Kong,Sakai-Semboku,5,0.0123,0.5314,0.8859442181134439
Hong Kong,Sakai-Semboku,6,0.0508,0.0097,0.17794482758620692
Hong Kong,Sakai-Semboku,7,0.0064,0.7454,0.9445248868778282
Hong Kong,Sakai-Semboku,8,-0.0254,0.1973,0.669203539823009
Hong Kong,Sakai-Semboku,9,-0.0187,0.343,0.7842886597938145
Hong Kong,Sakai-Semboku,10,0.0004,0.9836,0.9957663177925785
Hong Kong,Sakai-Semboku,11,-0.0124,0.5304,0.8859442181134439
Hong Kong,Sakai-Semboku,12,-0.0251,0.2022,0.6744225705329153
Hong Kong,Sakai-Semboku,13,0.0258,0.1904,0.6623921568627451
Hong Kong,Sakai-Semboku,14,-0.0252,0.2014,0.6742012578616352
Hong Kong,Shanghai (Pudong),1,-0.0114,0.5619,0.8914723049434187
Hong Kong,Shanghai (Pudong),2,-0.0173,0.3785,0.8038403193612775
Hong Kong,Shanghai (Pudong),3,0.0003,0.9877,0.9962927382753403
Hong Kong,Shanghai (Pudong),4,-0.0053,0.7892,0.9555938209904588
Hong Kong,Shanghai (Pudong),5,-0.0053,0.7881,0.9552010931450694
Hong Kong,Shanghai (Pudong),6,-0.0285,0.1473,0.6009478527607361
Hong Kong,Shanghai (Pudong),7,-0.0049,0.8041,0.9634711711711712
Hong Kong,Shanghai (Pudong),8,-0.0345,0.0797,0.48579199999999995
Hong Kong,Shanghai (Pudong),9,0.0015,0.941,0.9898481613285884
Hong Kong,Shanghai (Pudong),10,0.0311,0.1143,0.5463396226415094
Hong Kong,Shanghai (Pudong),11,0.0014,0.9434,0.9908012350443843
Hong Kong,Shanghai (Pudong),12,-0.0223,0.2563,0.72118043135192
Hong Kong,Shanghai (Pudong),13,-0.0224,0.2558,0.72118043135192
Hong Kong,Shanghai (Pudong),14,0.0013,0.947,0.9908012350443843
Hong Kong,Singapore,1,0.0275,0.162,0.6267661115133961
Hong Kong,Singapore,2,0.0057,0.7732,0.9540866773675762
Hong Kong,Singapore,3,-0.0089,0.6514,0.9183082209886334
Hong Kong,Singapore,4,0.0056,0.775,0.9540866773675762
Hong Kong,Singapore,5,-0.0017,0.9325,0.9874707520891364
Hong Kong,Singapore,6,0.006,0.7616,0.9508828913400611
Hong Kong,Singapore,7,0.0496,0.0116,0.2023344262295082
Hong Kong,Singapore,8,-0.0086,0.6603,0.9195801047120419
Hong Kong,Singapore,9,-0.0083,0.6725,0.9267450980392158
Hong Kong,Singapore,10,0.0209,0.2886,0.7500498290180754
Hong Kong,Singapore,11,-0.0011,0.9571,0.9908012350443843
Hong Kong,Singapore,12,-0.0011,0.9562,0.9908012350443843
Hong Kong,Singapore,13,-0.0084,0.6693,0.925091192517537
Hong Kong,Singapore,14,0.0281,0.1536,0.6138154538634658
Hong Kong,Tianjin Xin Gang,1,0.0242,0.2178,0.6856189349112426
Hong Kong,Tianjin Xin Gang,2,-0.0001,0.9943,0.997675594115428
Hong Kong,Tianjin Xin Gang,3,-0.0123,0.5304,0.8859442181134439
Hong Kong,Tianjin Xin Gang,4,-0.0184,0.3482,0.7874866128346791
Hong Kong,Tianjin Xin Gang,5,0.018,0.3594,0.7939812168231931
Hong Kong,Tianjin Xin Gang,6,0.0002,0.9916,0.9970476190476191
Hong Kong,Tianjin Xin Gang,7,0.0124,0.5291,0.8859414910349166
Hong Kong,Tianjin Xin Gang,8,0.0185,0.3483,0.7874866128346791
Hong Kong,Tianjin Xin Gang,9,-0.0117,0.5538,0.8905635159542445
Hong Kong,Tianjin Xin Gang,10,0.0067,0.7344,0.940837656099904
Hong Kong,Tianjin Xin Gang,11,0.025,0.2039,0.6761869158878504
Hong Kong,Tianjin Xin Gang,12,0.0009,0.9645,0.9908012350443843
Hong Kong,Tianjin Xin Gang,13,-0.0053,0.7884,0.9552010931450694
Hong Kong,Tianjin Xin Gang,14,0.0131,0.5064,0.8741232965606748
Hong Kong,Ulsan,1,-0.0156,0.427,0.8308502732240438
Hong Kong,Ulsan,2,-0.0078,0.6919,0.9301939393939394
Hong Kong,Ulsan,3,0.0157,0.4239,0.8294034571533652
Hong Kong,Ulsan,4,-0.0078,0.6904,0.9301939393939394
Hong Kong,Ulsan,5,0.0392,0.0461,0.40337500000000004
Hong Kong,Ulsan,6,0.016,0.4145,0.8231541325390915
Hong Kong,Ulsan,7,-0.0154,0.4326,0.8329467969598262
Hong Kong,Ulsan,8,0.0239,0.225,0.6878414704192992
Hong Kong,Ulsan,9,0.0006,0.9756,0.9939088471849865
Hong Kong,Ulsan,10,0.0085,0.667,0.9237668488160292
Hong Kong,Ulsan,11,0.0242,0.2184,0.6857028301886792
Hong Kong,Ulsan,12,-0.0152,0.4389,0.8360816034359342
Hong Kong,Ulsan,13,-0.0074,0.7081,0.9340669476816266
Hong Kong,Ulsan,14,0.0005,0.9799,0.9942910547396528
Hong Kong,Yokohama,1,0.012,0.5397,0.8870475606014114
Hong Kong,Yokohama,2,0.0059,0.7624,0.9508907641819033
Hong Kong,Yokohama,3,0.0363,0.0645,0.46370270270270275
Hong Kong,Yokohama,4,0.0363,0.0648,0.46397846567967693
Hong Kong,Yokohama,5,-0.0246,0.2117,0.6813333333333333
Hong Kong,Yokohama,6,0.0063,0.7484,0.9448239202657807
Hong Kong,Yokohama,7,0.0307,0.1187,0.5547668122270742
Hong Kong,Yokohama,8,0.0185,0.3483,0.7874866128346791
Hong Kong,Yokohama,9,-0.0239,0.2247,0.6878414704192992
Hong Kong,Yokohama,10,0.0128,0.5156,0.8800102662816811
Hong Kong,Yokohama,11,-0.0056,0.7765,0.9540866773675762
Hong Kong,Yokohama,12,-0.0301,0.1263,0.5674367622259696
Hong Kong,Yokohama,13,-0.0118,0.5502,0.8905635159542445
Hong Kong,Yokohama,14,0.0188,0.3397,0.7820972043010752
Kaohsiung,Antwerp,1,-0.0197,0.316,0.7708273018781494
Kaohsiung,Antwerp,2,-0.0313,0.1113,0.5382758620689655
Kaohsiung,Antwerp,3,-0.0198,0.3147,0.7693952205882352
Kaohsiung,Antwerp,4,0.0149,0.449,0.8439138722202613
Kaohsiung,Antwerp,5,0.0033,0.8669,0.9780122543841115
Kaohsiung,Antwerp,6,-0.0025,0.8983,0.9820615258408532
Kaohsiung,Antwerp,7,0.0495,0.0119,0.2048802588996764
Kaohsiung,Antwerp,8,-0.0141,0.4725,0.8550710642638559
Kaohsiung,Antwerp,9,-0.0485,0.0136,0.22058536585365854
Kaohsiung,Antwerp,10,0.0036,0.8557,0.9780122543841115
Kaohsiung,Antwerp,11,0.0441,0.025,0.29820627802690586
Kaohsiung,Antwerp,12,0.0615,0.0018,0.0529060773480663
Kaohsiung,Antwerp,13,0.0097,0.621,0.9133867846281449
Kaohsiung,Antwerp,14,0.0329,0.0943,0.5084979919678715
Kaohsiung,Busan,1,0.0028,0.8865,0.9806986899563318
Kaohsiung,Busan,2,0.0207,0.293,0.754286265060241
Kaohsiung,Busan,3,-0.0151,0.441,0.8381993569131833
Kaohsiung,Busan,4,-0.0032,0.8688,0.9780122543841115
Kaohsiung,Busan,5,0.0087,0.6599,0.9195801047120419
Kaohsiung,Busan,6,0.0265,0.1775,0.6514360027378508
Kaohsiung,Busan,7,-0.0332,0.0918,0.5084979919678715
Kaohsiung,Busan,8,-0.0332,0.0916,0.5084979919678715
Kaohsiung,Busan,9,-0.0034,0.8632,0.9780122543841115
Kaohsiung,Busan,10,0.0204,0.299,0.758550309966619
Kaohsiung,Busan,11,0.0085,0.6666,0.9237668488160292
Kaohsiung,Busan,12,0.0263,0.1808,0.6534347826086956
Kaohsiung,Busan,13,0.0204,0.3013,0.7603965844402277
Kaohsiung,Busan,14,-0.0334,0.0902,0.5084979919678715
Kaohsiung,Chiba,1,-0.0064,0.7455,0.9445248868778282
Kaohsiung,Chiba,2,0.0373,0.0578,0.4439657631954351
Kaohsiung,Chiba,3,0.0209,0.2884,0.7500498290180754
Kaohsiung,Chiba,4,0.0372,0.0583,0.4439657631954351
Kaohsiung,Chiba,5,0.0208,0.2901,0.7524778156996588
Kaohsiung,Chiba,6,-0.012,0.5418,0.8870475606014114
Kaohsiung,Chiba,7,0.0207,0.2917,0.7540544217687075
Kaohsiung,Chiba,8,-0.0121,0.5397,0.8870475606014114
Kaohsiung,Chiba,9,-0.0012,0.9525,0.9908012350443843
Kaohsiung,Chiba,10,0.0206,0.2942,0.754286265060241
Kaohsiung,Chiba,11,0.0097,0.6226,0.9136138996138996
Kaohsiung,Chiba,12,0.026,0.1859,0.6580646864686469
Kaohsiung,Chiba,13,0.0205,0.2967,0.7559597701149425
Kaohsiung,Chiba,14,0.0041,0.834,0.9725734327049539
Kaohsiung,Guangzhou (Nansha),1,0.1024,0.0,0.0
Kaohsiung,Guangzhou (Nansha),2,0.0468,0.0172,0.24207407407407408
Kaohsiung,Guangzhou (Nansha),3,0.0356,0.0698,0.4772956298200514
Kaohsiung,Guangzhou (Nansha),4,0.0189,0.336,0.7820972043010752
Kaohsiung,Guangzhou (Nansha),5,-0.0089,0.6501,0.9183082209886334
Kaohsiung,Guangzhou (Nansha),6,-0.0197,0.3162,0.7708273018781494
Kaohsiung,Guangzhou (Nansha),7,-0.0086,0.6622,0.9210206535947713
Kaohsiung,Guangzhou (Nansha),8,-0.0253,0.1975,0.669203539823009
Kaohsiung,Guangzhou (Nansha),9,-0.0198,0.3141,0.7688794848206072
Kaohsiung,Guangzhou (Nansha),10,0.0248,0.2084,0.6803743119266055
Kaohsiung,Guangzhou (Nansha),11,-0.0087,0.6578,0.9189852941176472
Kaohsiung,Guangzhou (Nansha),12,-0.0032,0.8718,0.9784640605296342
Kaohsiung,Guangzhou (Nansha),13,-0.0367,0.0626,0.456415300546448
Kaohsiung,Guangzhou (Nansha),14,0.0191,0.3332,0.7820972043010752
Kaohsiung,Gwangyang (Kwangyang),1,-0.0017,0.9314,0.9874707520891364
Kaohsiung,Gwangyang (Kwangyang),2,0.0179,0.3616,0.7939812168231931
Kaohsiung,Gwangyang (Kwangyang),3,0.0179,0.3624,0.7939812168231931
Kaohsiung,Gwangyang (Kwangyang),4,0.0441,0.0249,0.2976808988764045
Kaohsiung,Gwangyang (Kwangyang),5,0.0184,0.3495,0.7888587187102247
Kaohsiung,Gwangyang (Kwangyang),6,-0.0079,0.6873,0.9301939393939394
Kaohsiung,Gwangyang (Kwangyang),7,-0.0145,0.4605,0.8523818118708781
Kaohsiung,Gwangyang (Kwangyang),8,-0.0141,0.4734,0.8553159144893112
Kaohsiung,Gwangyang (Kwangyang),9,-0.0273,0.1649,0.6315107913669065
Kaohsiung,Gwangyang (Kwangyang),10,-0.001,0.9607,0.9908012350443843
Kaohsiung,Gwangyang (Kwangyang),11,0.032,0.1042,0.5294666666666666
Kaohsiung,Gwangyang (Kwangyang),12,0.0451,0.0218,0.27745454545454545
Kaohsiung,Gwangyang (Kwangyang),13,0.0187,0.3413,0.7820972043010752
Kaohsiung,Gwangyang (Kwangyang),14,-0.0011,0.9565,0.9908012350443843
Kaohsiung,Hong Kong,1,0.107,0.0,0.0
Kaohsiung,Hong Kong,2,0.0576,0.0033,0.0824225352112676
Kaohsiung,Hong Kong,3,0.0021,0.9149,0.9855841263413647
Kaohsiung,Hong Kong,4,0.0082,0.675,0.9267450980392158
Kaohsiung,Hong Kong,5,0.0144,0.4645,0.8528397260273972
Kaohsiung,Hong Kong,6,0.002,0.9183,0.986342822531799
Kaohsiung,Hong Kong,7,-0.0165,0.401,0.819970802919708
Kaohsiung,Hong Kong,8,0.0266,0.1756,0.6478446601941747
Kaohsiung,Hong Kong,9,0.0019,0.9217,0.9874707520891364
Kaohsiung,Hong Kong,10,0.0019,0.9229,0.9874707520891364
Kaohsiung,Hong Kong,11,0.0142,0.4701,0.8534128878281623
Kaohsiung,Hong Kong,12,0.0265,0.1777,0.6514360027378508
Kaohsiung,Hong Kong,13,-0.0105,0.5932,0.9027142449329147
Kaohsiung,Hong Kong,14,-0.0044,0.8241,0.9673901147396293
Kaohsiung,Kobe,1,-0.0151,0.4428,0.8398203208556151
Kaohsiung,Kobe,2,0.0193,0.3259,0.7792305617977529
Kaohsiung,Kobe,3,0.0078,0.6914,0.9301939393939394
Kaohsiung,Kobe,4,0.0422,0.0318,0.3452571428571429
Kaohsiung,Kobe,5,0.0192,0.3284,0.7802983474765521
Kaohsiung,Kobe,6,0.002,0.9199,0.9870649455425575
Kaohsiung,Kobe,7,0.0134,0.4951,0.8698586525759576
Kaohsiung,Kobe,8,-0.0038,0.8461,0.9757170056252704
Kaohsiung,Kobe,9,0.0134,0.4972,0.8712463768115941
Kaohsiung,Kobe,10,0.042,0.0327,0.35073387096774195
Kaohsiung,Kobe,11,0.0248,0.2082,0.6803743119266055
Kaohsiung,Kobe,12,0.019,0.3343,0.7820972043010752
Kaohsiung,Kobe,13,0.0018,0.9286,0.9874707520891364
Kaohsiung,Kobe,14,0.0132,0.5024,0.8730256410256412
Kaohsiung,Mizushima,1,0.0488,0.0129,0.21674074074074073
Kaohsiung,Mizushima,2,0.0488,0.013,0.21674074074074073
Kaohsiung,Mizushima,3,0.0428,0.0293,0.3295475687103594
Kaohsiung,Mizushima,4,0.0369,0.0605,0.447883495145631
Kaohsiung,Mizushima,5,0.0309,0.1155,0.5495280498664292
Kaohsiung,Mizushima,6,0.0073,0.7124,0.9349349112426035
Kaohsiung,Mizushima,7,-0.0164,0.4032,0.8215154994259473
Kaohsiung,Mizushima,8,0.0013,0.9483,0.9908012350443843
Kaohsiung,Mizushima,9,-0.0106,0.5906,0.9018216231717808
Kaohsiung,Mizushima,10,0.0308,0.1175,0.5531858407079646
Kaohsiung,Mizushima,11,0.0426,0.0304,0.33763674321503134
Kaohsiung,Mizushima,12,0.0662,0.0008,0.028952380952380955
Kaohsiung,Mizushima,13,0.0011,0.9542,0.9908012350443843
Kaohsiung,Mizushima,14,0.0307,0.1192,0.5547668122270742
Kaohsiung,Nagoya,1,-0.0173,0.3773,0.8025733706517394
